,comment,rate
113639,"چاقوی خوب و جمع و جوریه 
تیغه فلزی و خیلی تیز
فقط باید مواظب باشی که بدنه اش نشونه
نسبت به قیمتش خیلی خوبه",0.6000000000000001
11907,منظور از مشکل در فاکتور، عدم تحویل فاکتور توسط فروشنده است.,1.0
11931,این پاستا اسمش پاستا مرغ یا الفردو نبود هایچ مزه‌ای نداشت مرغاش که انگشت شمار بود با پاستا خالی بدترین پاستایی که خوردم,1.0
6529,اما تفاوت اصلی این است که پوشش میدان دید آن فقط تا 97 درصد می باشد این در حالیست که همه مدل های فول فریم دیگر دارای چشمی با توانایی پوشش 100 درصد میدان دید می باشند.,-0.5
142758,ما که راضی هستیم.,1.0
61691,عالی,1.0
610,اميدوارم در راهي که طي مي کنيد هميشه موفق باشيد.,0.0
13383,شکل بعضی دکمه‌ها هم تغییر کرده است تا با نمایشگر چرخنده منطبق شود.,0.0
913,در نهایت، با پشتیبانی این نسخه از Nexus از سیم کارت، امکان اتصال به اینترنت از طریق 3G نیز امکان پذیر خواهد بود.,0.0
5641,به دلیل فضای زیادی که وجود داشته، در سمت راست صفحه کلید نیز یک صفحه کلید عددی خیلی خوب قرار گرفته تا کار وارد کردن اعداد خیلی آسان‌تر صورت گیرد.,1.0
103424,"به عنوان کسی که 6 ساله فریزبی بازی میکنم این محصولُ اصلا پیشنهاد نمیکنم.
برای فضای بیرون پارک و مخصوصا ساحل اصلا پیشنهاد نمیکنم.وزنش خیلی خیلی سبکه و برد زیادی نداره.
بنظرم نمونه های پلاستیکی با قیمت خیلی کمتر از این محصول خیلی بهترن.",-0.4
56603,"من نسخه چاپی رو هفته پیش (نوروز 98) 6000 خریدم.
😕",1.0
61380,آش و حلیم سید مهدی عالی بود اما در دو بار اخیر که سفارش دادم حبوبات آش شعله قلمکار نپخته و خام بود و به جای نعنا داغ از پ-ن- استفاده شده که عطر تند به آش داده و مزه آش شعله قلمکار رو از بین برده,1.0
2176,اما با وجود امکانات مختلف ارتباطی بر روی این تبلت مانند4G، Wi-Fi، 3G GPRS، به راحتی با حداکثر سرعت می‌توان به مرورگری اینترنت پرداخت.,0.5
59162,جعبه درست حمل نشده و باعث تاشدن و ایجاد ظاهر نامناسب در پیتزا شده است,1.0
11964,بدون حاشيه ميگم واقعاً گوشي خوبيه.,0.5
162309,بسیار عالی با اولین استفاده میشه فهمید,0.7
61327,کتاب فوق العاده ای هستش!امیدوارم مردم کره شمالی هرچه زودتر آزادیشونو بدست بیارن و برای نویسنده خوش ذوق این کتاب سلامتی و موفقیت آرزو میکنم همچنین واسه خانوادش و بخصوص داداش کوچیکش,1.0
5240,پورت‌ها اتصالاتاز لحاظ پورت‌ها، سری از تمام پورت‌های لازم برای مصارف روزمره بهره می‌برد.,1.0
20326,سلام خواستم بپرسم سال گذشته برنده مسابقه بخون و ببر نفر اول با چند امتیاز برنده شد سپاس,-0.6
1639,مسلما همین امکانات باعث شده که شاهد قیمت بالای این تبلت باشیم،  چرا که تبلت هایی مانند Apple iPad mini و یا Asus Nexus 7  قیمتی پایین‌تر از این تبلت را دارند.,0.0
3382,میزان شارژ دهی این باتری در کانفیگ های مختلف،  بسته به پردازنده،  پردازشگر گرافیکی و سایز صفحه نمایش،  متفاوت است ولی میزان شارژ دهی همگی بسیار خوب بوده و فراتر از رقبای هم قیمتشان است.,1.0
8120,احتمالاً بعد نصب ويندوز 8 و تست بقيه سخت افزاراش نظر کلي خودم رو در مورد اين لپ تاپ مينويسم .,0.0
123345,مثل بقیه ی کره های پاستوریزه,0.1999999999999999
73841,خودم حدود 2 سی سی از اون رو میریزم تو لگن و با فشار آب میریزم که کامل کف میکنه و بعد با دستمال میکشم رو ماشین . فکر کنم با مواد نانو سطح ماشین رو باردار میکنه و ذرات کمتر میچسبن .,1.0
1739,One Plus نیز همانند مدل پیشین گوشی‌های Sensation XE Sensation XL، از سیستم صوتی Beats Audio بهره می‌برد ولی بر خلاف گوشی‌های قبلی، شما می‌توانید در One Plus در تمام برنامه‌ها بازی‌ها از این امکان بهره ببرید.,0.0
1138,پیش از این بیشترین مقدار توانایی ایجاد بزرگنمایی که بر روی دوربین‌های هم رده دیده بودیم، حدود 36 برابر بود.,0.0
2691,پردازنده ای که طبق گفته این کمپانی، دو برابر از پردازنده آیفون 4S سریع‌تر است.,0.5
26214,سفارش کوکا زیرو بود ولی کوکا معمولی تحویل داده شد,-1.0
165300,"اصلا نسبت به قیمتش ارزش خرید نداره. صفحه کاملا بی کیفیت که فقط رنگی هستش و به نظرم اولدهای تک رنگ چشم نواز تر هستن. بدنه فوق العاده بی کیفیت و ارزان قیمت که اصلا از شیائومی انتظار نداشتم. مشکل در نوتیفیکیشن به غیر از عدم ساپورت فارسی که بعضی وقتها نوتیفیکیشن میاد و بعضی وقتها نمیاد. تمام تنظیمات مربوطه هم انجام شده و از لیست اپ های مدیریت باتری هم خارج شده.
در کل یه بند3 بخرید تفاوت خاصی نداره به غیر از جی پی اس که به کار نمیاد و صفحه رنگی که به نظرم می بند 3 شکیل تره صفحه اش. در کل به هیج عنوان خریدش رو پیشنهاد نمیدم.",0.04
2582,محیط نرم افزاری به لطف پردازنده بسیار قدرتمند دو هسته ای حافظه RAM بالا، بسیار روان است می‌توانیم بگوییم که به جز حالتی که از تصویر پس زمینه متحرک استفاده کردیم، تقریبا هیچ‌گونه کاهش سرعتی هنگام کار کردن با این تبلت مشاهده نکردیم.,0.5
1861,همچنین تایمر توانایی عکاسی پیاپی با سرعت فریم بر ثانیه را هم دارد.,0.0
62646,به نظر مفید میاد، اما اگه درپوش محافظ هم داشت عالی میشد,0.1999999999999999
7564,سلام  اين هارد خيلي مقاومه (در برابر ضربه تستش کردم ) ولي از اولش که گرفتمش سيم رابطش مشکل داشت .,0.0
13356,دوربین برخلاف تصور خیلی از کاربران، دوربین این گوشی نسبت به مدل پیشین یعنی Galaxy S II، تغییرات بسیاری داشته است.,0.0
69668,عالی,0.6
58628,معرکه ست و فوق العاده زیباترین کتابی که تا به حال خواندم هم مهرگان هم آبانگان منتظر آذرگانم خانوم برادران تشکر بابت قلم عالیتون بهترین چیزیه که مطمئنم تو تمام زندگیم خوندم,1.0
50751,کتاب خوبیه برای مطالعه دانشجویانی که تازه وارد دانشگاه ها می شوند.,1.0
8253,وااای ی زمانی پدرم این کتابو میخوندش ولی من نخوندم برم پیداش کنم😍,0.2
2231,خيلي خوب راحت HD رو پخش ميکنه,0.5
3665,عاشقین ادبیات نباید از این کتاب بگذرن 😍,1.0
49657,کتاب خوبی هست و ترجمه کتاب پر فروش pay off هست,1.0
41980,"با توجه به اینکه موهام بسیار پر و بلنده همیشه باید همسرم در صاف کردن موهام با سشوار و برس بهم کمک میکرد و هیچوقت هم نتونستم به تنهایی از اتوی مو استفاده کنم چون دسترسی به موهای عقب بسیار سخته.
امروز که این محصول به دستم رسید تستش کردم و نتیجش شگفت زدم کرد.کافیه موهاتونو با سشوار خشک کنید و شونه کنید که گره نداشته باشه.در عرض یک ربع کاریو که قبلا با سشوار تو نیم ساعت و با اتو تو یک ساعت و نیم انجام میدادم تونستم به تنهایی انجام بدم.",0.6000000000000001
26616,"درکل عالیه 
اگه قیمتش بیاد پایین تر میخرمش",0.78
4379,XR160 عمل فوکوس خودکار را حتی در شرایط نوری ضعیف خیلی سریع دقیق می‌تواند انجام دهد.,1.0
6857,به چه سنی میخوره؟,1.0
4577,همش چاخانه,-0.6
2795,حتی سنگین‌ترین بازی‌های HD نظیر Infinity Blade نیز کاملا روان بی نقص اجرا شدند.,0.5
6853,از نظر امکانات جانبی نیز همانطور که گفتیم دوربینی سطح مبتدی می‌باشد.,0.0
48062,امروز‌ از همه روزها غذا تازه‌تر و‌خوشمزه‌تر و‌تردتر بود داغ و‌کیفیت عالی عالی بود امرووووز,-1.0
1167,بعد از دو روز به دستم رسيد.,0.0
4063,با سلام، من حدود 3ماهه اين دوربينو خريدم و در اين مدت به نقاط قوتي همچون لنز فوق‌العاده کارل زايس، زوم بالا، نويز کم حتي در ايزو3200، صفحه نمايش با کيفيت و از همه مهمتر فيلم‌برداري فوق‌العاده اون پي بردم و خريدش رو به همه ي عکاسان حرفه اي و آماتور پيشنهاد ميکنم.,1.0
51106,غذا به شدت سرد بود. انگار از یخچال در آورده بودن. خیلى تاخیر داشت بیشتر از یک ساعتى که خود اپلیکیشن گفته بود. واقعا از این سفارش ناراضى بودم.,1.0
17147,اقایون این  برای ps4 جواب میده برای ps4 های اسلیم ولی بر روی نسخه های pro یا ایکس باکس جواب نمیده چون اونا ۴k هستش,0.1999999999999999
7157,این چشمی توانایی ارایه دو بزرگنمایی متفاوت را دارد.,0.0
45998,این موس بسیار عالی است و به نسبت قیمتش خیلی خوبه,1.0
6580,پاسخگویی عمومی گوشی واقعا مثال زدنی ست.,0.5
10897,تاچش عاليه 2.طراحي زيباست 3.شفافيت تصوير خوبه 4.,0.5
1717,فقط چون گرافيکش دوبعديه، يه جاهايي کم مياره که اونم زيادمحسوس نيست.,0.0
107299,هم اندازه اش مناسبه و هم محکم به نظر میرسه,0.1999999999999999
7027,"دوستان کتابی با این سبک نگارش میشه بهم معرفی کنید؟
یکم ترجمه روون نیست و‌ازین نشر انظارش رو نداشتم! و میشه یکم باهوش‌تر بود تا سانسوره کمتری اتفاق بیوفته!
خب بابت سیال بودنش، اتفاقی که توی فیلمهای گاسپار، یا بانگ جوون هو میوفته زیاد، جذاب بود و اینکه من بسته به نیازم که اینطور نگارش رو دوست دارم خیلی ازش یاد گرفتم.",0.6
12261,"داستان ""گروه پزشکی ٦٣"" اشاره به تابوهای فرهنگی - اجتماعی دارد که آگاهانه با قلم نویسنده در تیررس دید خواننده قرار می گیرد، از جمله اشاره به شبکه های مجازی و تاثیر آنها حتی بر عشق بین آدم ها. این داستان یک تک گویی بلند است از زبان راوی با مخاطبی که فقط به روایت گوش می کند تا وقتی که موعد تعیین شده فرا برسد یا نرسد.",-0.2
15084,واقعا تو اين رنج قيمت عاليه امکانات 20,1.0
3755,چرا که تبلت Surface RT برای استفاده های معمولی مانند ارسال ایمیل،  هماهنگ کردن امور در Organizer،  ویرایش اسناد آفیس و یا مرورگری اینترنت طراحی گردیده است و برای کارهای حرفه ای گرافیکی،  هم از لحاظ سخت افزاری و هم به جهت عدم پشتیبانی Windows 8 RT از برنامه های طراحی شده برای نسخه های قبلی ویندوز،  نامناسب می‌باشد.,-0.5
6191,باتری این گوشی یک باتری 1300 میلی متری آمپر ساعتیست که از باتری مدل‌های 820 920 بسیار ضعیف‌تر است، با این حال بیش از 14 ساعت مکالمه ممتد را پشتیبانی می‌نماید.,-0.5
42436,تصویرسازی کتاب عالی ، بی نظیر و البته دوست داشتنی بود.,1.0
3269,سلام بر همه عزيزان به نظر من يکي از گوشي هاي کامل سوني ميباشد (تقريبا کامل اگه باطريش حداقل 2000 ميلي آمپر بود تا حالا خريده بودمش تشکر از سايت خودمون ديجي کـالا,0.5
14358,ويدئو .,0.0
21465,"سلام لطفا کمیک های فلش،اکوامن،سوپرمن،لیگ عدالت،فانوس سبز،مردعنکبوتی، انتقام جویان،

مردان ایکس،وکمیک های مارول کامیکس وکمیک های دی سی کامیکس،بن تن،ددپول،را بزارید 
برنامتون صد برابر بیننده هاش بیشتر می شه لطفا وقتی گزاشتید را یگان باشه الطماستون همش 

رایگان باشه خواهش میکنم اون وقت من ازتون بینهایت ممنونم و به تون پنج ستاره میدم ممنون",0.6
154361,بسیار خوبه پیشنهاد میکنم بخرید,-1.0
76896,من هر سه مدل خریدم و این مدل از همهشون قشنگ تره ولی خب سایزش خیلی کوچیکه و بدرد کاکتوس ریز میخوره,1.0
33432,"عالیه من شگفت انگیز خریدمش 
البته برای نوت 5 امتحان کردم خیلی راحته دیگه نیاز نیست سیم به گوشیتون وصل باشه هروقت خواستین گوشی رو بزارید روی زمین میزارید روی شارژر من که راضیم ازش",0.1999999999999999
61467,در کل ارزش یکبار خوندن رو داره ولی نه بیشتر,0.2
2365,البته به نظر می‌آید که اگر آن را محکم به جایی بکوبید یا در استفاده های نا ملایم ورزشی حتما جای ضربات وارده بر روی آن بماند، ولی هیچ گاه خراب نمی‌شود.,0.5
13997,اکنون Xperia Mini مجهز به پردازنده‌ی بسیار قدرتمند Scorpion به همراه چیپ Qualcomm QSD8255 Snapdragon با فرکانس 1 گیگاهرتز می‌باشد که کاملا مناسب این سیستم عامل می‌باشد.,1.0
5072,سبک ابعاد خيلي عالي سرعت بالا,1.0
61267,همه چیز اکی بود فقط یکی از سفارشات تعدادش کم بود.,1.0
5670,حسگر CMOS کيفيت خيلي بهتري داره از نظر باطري خيلي کم مصرف تر هست به نظر من که کيفيت عکس فيلمش فوق العاده هست,1.0
26881,بی زحمت کتاب اسرار خود هیپنوتیزم رو هم بذارین,1.0
6615,درحالت دستي در بهترين حالت تنظيم اين موارد کمي بهتر ميشن اما نسبت به کامپکتهاي کاسيو سوني به نظر من ضعيف تر عمل کرده با توجه به اين قيمت ميتونست بهتر باشه.,-0.5
15323,مجموعه گردو دارای قفل نیست و کاربران در صورت نیاز می‌توانند نرم‌افزارها را کپی و در جاهای دیگر استفاده نمایند.,0.5
9659,بعد از يه مدت که از هيجان خريدش بيفتيد ميبينيد که براي کارهاي  متوسط 2 روز شاردهي ميکنه,0.5
123896,این شربت رو اصلا نمیشه به عنوان نوشیدنی استفاده کرد,-1.0
9181,اگه باطريش خيلي خوب کار کنه  حرف نداره,0.0
66971,"سلام
رنگ این محصول کرم روشن هستش لطفا اصلاح کنید",0.96
50127,"عالییههه ممنون از شمااا
لطفا بیشتر از آثار هایدگر گویا کنید.
یک دنیا سپاااس",1.0
37508,پیتزا آروستو اصلا کیفیت اش خوب نبود,-1.0
35655,قرمه سبزیش خوب نبود برنجش که خوب دم نکشیده بود و خورشتشم جا نیفتاده بود,1.0
61417,کتاب رو هنوز تموم نکردم ولی تا همین جا عالی بوده. یادتون باشه با یه کتاب داستان مواجه نیستین اگرچه کتاب گزارشی داستان مانند از زندگی بازماندگان واقعه تروریستی مترو ژاپنه. به قلم و ترجمه ای خوب. من چون نسبت به این حادثه کنجکاو بودم درباره اش قبلا تحقیق کرده بودم. اما این کتاب متفاوته. رفته سراغ بازماندگانی که راحت برای مردم دنیا فراموش شدن. آدمهایی که بار اون حادثه رو همیشه باخودشون حمل میکنن. آدمهایی که دیگه زندگیشون مثل سابق نشد. همه جا به قاتلین پرداختن چون برای عوام اونا جذابترن. کتاب دردناکیه. خوب نشون میده که ایدئولوژی چی میتونه به سر آدمها بیاره. فرقی هم نداره که اونها رو تبدیل به قاتل بکنه یا مقتول. چون بلای اصلی رو سر بازمانده ها میاره.,0.6
2174,اين يکي ديگه اخرشه.,0.5
23967,"با عرض سلام و خسته نباشید
کتاب بسیار عالی و جالب
واقعا ممنون که قیمت کتاب رو کاهش دادید .اونم به این مقدار
ممنون از لطف مترجم کتاب
من با کسایی که در مورد کاهش کتاب نظر دادن.مخالفم",1.0
2918,در ایزو 800 اوضاع بدتر می‌گردد.,-0.5
55380,کیفیت پایین غذا بسیار آزار دهنده بود. بعضی رستوران‌ها رو فقط باید تست کرد. همین,1.0
5533,جمع بندیبرای جمع‌بندی باید بگوییم، همانطور که انتظار داشتیم، iPhone 4s بهترین گوشی آیفونی است که تا به حال دیده‌ایم.,1.0
24138,غذا زود رسید ولی پاستا کاملا فرق داشت و صرفا طعم سیر میداد لازانیا هم لازانیای واقعی نبود ولی خیلی بهتر از پاستا بود,1.0
5456,قیمت بسیار مناسب آن در مقابل امکاناتی که در اختیار شما قرار می‌دهد توانسته Pixma MX374 را در بین پرینترهای چندکاره ها جزو به صرفه‌ترین مناسب‌ترین دستگاه‌ها قرار دهد.,1.0
120921,دوستان لطف کنید تو اپلیکیشن mi fit درخواست بدید که زبان فارسی را تو آپدیت های بعدی اضافه کنن,0.3
39558,به نظرم مقداری باید روی طعم دادن و ادویه‌های رست بیفشان کار کنند بیشتر طعم پنیر پیتزا احساس میشد تا گوشت گوشت‌ها بیش از حد پخته بودند آبدار‌تر باشد بهتر است,1.0
49109,"قصه آدم که اشتباهاتش را جبران می کند ...
و همچنین قصه افغانستان و افغانی ها...
هم غم انگیز بود و هم جای امید را در زندگی نشان می داد .
- با تشکر از هدیه طاقچه❤💙❤",1.0
60832,من هنوز نخوندم ولی به سوال دارم ترسناکه ؟؟؟؟؟؟؟,-0.6
40989,به جای تارت تمشک پای تمشک فرستاده شد، و ما اصلا پای دوست نداریم، اگه موجود نبود اطلاع میدادن ک سفارشو عوض کنیم نه اینکه به انتخاب خودشون تغییرش بدن، تا حالا پیش نیومده بود اصن توقع نداشتم هم از بانش هم از اسنپ,1.0
1659,اما بهتر است به سراغ ویژگی خاص این دوربین یعنی لنز آن برویم.,0.0
22023,پیتزاش خیلی خوشمزه بود,-1.0
6232,ایزو 1600 نویزی‌تر است همچنان برای پرینت‌های کوچک می‌تواند مورد استفاده قرار گیرد.,-0.5
6391,همچنین عملکرد گوشی در زوایای مختلف زیر نور مستقیم آفتاب مقداری کاهش می‌یابد که برای یک صفحه نمایش در این سطح چندان دور از انتظار نیست.,-0.5
5717,نکات اضافي :براي کساني که از رايتل استفاده ميکنن اين گوشي بسيار مناسب هستش چون اولا با ارتباط نخست تمامي تنظيمات شبکه از قبيل اتصال اينترنت و پيام MMS دريافت و نصب ميشه و دوما ارسال و دريافت MMS بسيار عالي و بدون کوچکترين مشکل انجام ميپذيره.,1.0
11159,مواد پیتزا پلاس گوشت و پیاز خوب توضیح داده نشده بود. کالباس و ژامبون در موادش بود اما در توضیحات نبود.,-1.0
3284,لپ تاپ خيلي خوبيه ايراد خاصي ندارد,0.5
51665,گوشفیل اصلا تازه نبود.,1.0
38197,من برای تولدم پیش همکاران یه کیک نسکافه‌ای سفارش دادم اما انقدر مونده بود که تو فریزرشون یخ زده بود. به حدی که دوستان می‌گفتند این کیک بستنی هست نه کیک. فقط هم خامه دورش یه کم نسکافه داشت و داخلش ساده و معمولی و بد بود. واقعا آبروم پیش همکارانم رفت. در ضمن شکلش اصلا مثل عکس نبود.,1.0
38805,واقعا سرویس دهی شون عالیه من هر روز از بیرون سرویس میگیرم ولی این برند فرق داره و کارشو بلده,-1.0
29133,من اول فیلمشو دیدم بعد کتابشو خوندم هردو بسیار زیبا و عالی..,1.0
1171,سرعت هارد خيلي خوبه و توي کپي و برداشتن از هارد همه چيز عاليه.,1.0
3247,عالی هم کیفیت نان عالی بود هم خییلی زود رسید,-1.0
66065,خوب بود,1.0
7054,بايد بگم درسته که با افزايش قيمتا قيمت اين هم زياد شده ولي باز  از باقي برند ها ارزونتر و کارامدتره .,0.5
2487,به هر حال درست است که نوکیا در چند سال اخیر عرصه را در بسیاری از موارد به کمپانی‌های دیگر باخته است، ولی هنوز در زمینه طراحی جزو پیشتازان سردمداران صنعت گوشی محسوب می‌گردد.,0.5
39409,خوب بود,1.0
58565,واقعا عالیه با شارژری ک تو توضیحاتشم هم نوشته خیلی زود شارژ میشه ،گوشیتونم شارژ سریع میکنه البته من ۵ ماه پیش خریده بودم ۱۹۰ تومن,0.6600000000000001
39746,حقیقتا شریعتی جستجوگری در مسیر بودند کتابی با همین نام هم شهید بهشتی دارند. این کتاب واقعا متفاوت ترین کتابی بود که در مورد حضرت زهرا خوندم و واقعا در دلم نسبت به حضرت زهرا محبت ایجاد شد. باقی کتابها در مورد ۶ ماه آخر زندگی ایشون گفتن اما این کتاب میگه چطور فاطمه فاطمه میشه. خدا خیرش بده شریعتی رو. ایشون کامل نیستن اما یک جستجوگر واقعین .,1.0
50639,طبق چیزی که تو نقشه نشان داد، پیک نان رو تحویل گرفته، رفته تا یک آدرس دیگه بعد دوباره دور زده برگشته اومده نان رو تحویل داده، نانها تا برسه خمیر شده بود,1.0
149046,کلا درمقابل قیمت پرداختی ارزش خرید ندارد,-0.4
24491,واقعاً دم جی کی رولینگ گرم,1.0
8617,• ورودی‌ها و خروجی‌ها از لحاظ پورت‌ها،  4540s بسیار کامل است.,1.0
42789,پیک عالی، خوشمزه، ولی حجمش برای ۲نفر کمه,-1.0
40506,یک کلمه: عالی,1.0
7623,تمام لوازم الکترونيکي نيازمند مراقبت هستند من حدود يک ماهه اين پدفونو خريدم و هيچ مشکلي نداره و دارم ازش لذت ميبرم از نقد و بررسي ديجي کالا هم ممنونم تماما درست است,1.0
1346,البته این تغییرات را بیشتر می توانیم مناسب کسانی که قصد دارند با DSLR خود به فیلم برداری بپردازند همچنین کاربران آماتورتر بدانیم.,0.0
8235,سس مخصوص نبود داخل بسته,1.0
150551,یکی از بهترین های مانیتور های دینیا برای کاربران حرفه ای است لطفا موجودش کنید قصد خرید داریم,1.0
3263,"ادوپرفیوم زنانه هاوایی مدل Milton Lioyd حجم 55 میلی لیتر
فروشنده: واک استور
فیک و تقلی است با برچسب شبنم جعلی",-1.0
5716,در ضمن کيفيت بسيار بالايي هم داره هم از لحاظ صدا هم دوربين.,1.0
2286,به جرات میتونم بگم حداقل سود این کتاب اینه که زندگیه شغلیتون رو متحول میکنه...,1.0
132710,خوشمزه وطمعش عالی وقیمت  خوب,1.0
65752,فوق العادس عزیزم موفق باشی ❤❤❤💙💙💙😍😍😘,1.0
5127,از XPERIA MINI بهتره از نظر LCD (بزرگ تره) دوربين مکالمه ويدئويي داره XPERIA MINIنداره صداي باند هاش خيلي بيشتره کلاً از اون بهتره.,1.0
12812,عالی و کمتر از ٢٨ دقیقه,-1.0
6115,به هر صورت همانند دیگر دوربین‌های سونی سایبرشات،  HX10v هم کاملا خوش ساخت و خوش دست می‌باشد و با توجه به دستگیره‌ی نسبتا خوبی که بر روی آن قرار گرفته،  ارگونومی بسیار عالی را ارائه می‌دهد که تا حدودی از ارگونومی رقبا در دیگر برندها بهتر می‌باشد.,1.0
5766,این دقیقا همان مقداریست که از دوربین یک گوشی با پردازنده‌ی تک هسته ای انتظار داریم.,0.0
62772,خیار تازه نبود و سیب زرد لک داشت,-1.0
18359,کیفیت مزه و ارسال بینظیر,-1.0
4448,دانمارکی تازه بود اما شیرینی‌تر با اینکه من تاکید کردم تنوع نداشت و اینکه شیرینی له شده بود و تازه نبود خیلی,1.0
